                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    251,                0.52804,                0.21887,                0.04242,                0.40074,                0.81718,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001783,               0.001783,               0.001783
                    252,                0.52954,                0.22866,                0.04148,                0.40087,                0.81777,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00175,                0.00175,                0.00175
                    253,                0.52599,                0.22495,                0.04293,                0.40045,                0.81646,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001717,               0.001717,               0.001717
                    254,                0.52745,                0.22833,                0.04294,                0.39626,                0.81712,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001684,               0.001684,               0.001684
                    255,                0.52437,                  0.232,                0.04183,                0.39509,                0.81616,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001651,               0.001651,               0.001651
                    256,                0.52469,                0.22359,                 0.0423,                 0.3957,                0.81638,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001618,               0.001618,               0.001618
                    257,                0.52184,                 0.2084,                0.04103,                0.39327,                0.81662,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001585,               0.001585,               0.001585
                    258,                0.52231,                0.20016,                0.03963,                0.39414,                0.81567,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001552,               0.001552,               0.001552
                    259,                0.52392,                0.22133,                0.04098,                0.39672,                0.81672,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001519,               0.001519,               0.001519
                    260,                0.51969,                0.20316,                0.03975,                0.39286,                0.81533,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001486,               0.001486,               0.001486
                    261,                0.52162,                0.21859,                0.04216,                0.39551,                0.81591,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001453,               0.001453,               0.001453
                    262,                0.52121,                0.20813,                0.04088,                0.39126,                0.81676,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00142,                0.00142,                0.00142
                    263,                0.51451,                0.20199,                0.03934,                0.38638,                0.81379,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001387,               0.001387,               0.001387
                    264,                 0.5177,                0.20261,                0.03996,                0.39167,                0.81526,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001354,               0.001354,               0.001354
                    265,                0.51249,                0.19928,                0.03866,                0.38843,                0.81531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001321,               0.001321,               0.001321
                    266,                0.51467,                0.19768,                0.03996,                  0.389,                0.81509,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001288,               0.001288,               0.001288
                    267,                0.51365,                0.19009,                0.03699,                0.38559,                0.81568,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001255,               0.001255,               0.001255
                    268,                0.51191,                0.19427,                 0.0398,                0.38635,                0.81405,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001222,               0.001222,               0.001222
                    269,                0.51215,                0.19573,                0.04075,                0.38662,                0.81306,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001189,               0.001189,               0.001189
                    270,                0.50982,                0.18311,                0.03689,                0.37991,                0.81252,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001156,               0.001156,               0.001156
                    271,                0.51054,                0.17945,                0.03431,                 0.3816,                0.81278,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001123,               0.001123,               0.001123
                    272,                0.50732,                 0.1949,                0.03454,                0.38198,                0.81411,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00109,                0.00109,                0.00109
                    273,                0.50603,                0.18889,                 0.0373,                0.38038,                0.81215,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001057,               0.001057,               0.001057
                    274,                0.50631,                0.17109,                0.03584,                   0.38,                0.81197,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001024,               0.001024,               0.001024
                    275,                0.50475,                0.17901,                 0.0363,                0.37953,                0.81218,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000991,               0.000991,               0.000991
                    276,                0.50383,                0.17308,                0.03636,                0.37946,                0.81301,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000958,               0.000958,               0.000958
                    277,                0.50515,                0.17742,                0.03776,                0.37894,                0.81348,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000925,               0.000925,               0.000925
                    278,                0.50081,                0.17981,                0.03671,                0.37585,                0.81186,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000892,               0.000892,               0.000892
                    279,                  0.496,                0.17398,                0.03606,                0.37217,                0.80998,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000859,               0.000859,               0.000859
                    280,                0.49764,                0.18277,                0.03558,                0.37101,                0.81316,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000826,               0.000826,               0.000826
                    281,                0.49842,                0.16977,                0.03455,                0.37303,                0.81157,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000793,               0.000793,               0.000793
                    282,                0.49563,                0.16674,                0.03608,                0.37447,                 0.8129,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00076,                0.00076,                0.00076
                    283,                0.49546,                0.17393,                 0.0358,                0.37123,                 0.8132,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000727,               0.000727,               0.000727
                    284,                0.49244,                0.16072,                0.03349,                0.36965,                0.81053,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000694,               0.000694,               0.000694
                    285,                0.49244,                 0.1632,                  0.035,                0.36925,                0.80983,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000661,               0.000661,               0.000661
                    286,                0.49202,                  0.162,                0.03586,                0.36471,                0.81116,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000628,               0.000628,               0.000628
                    287,                0.48841,                0.14617,                 0.0325,                0.36651,                0.80898,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000595,               0.000595,               0.000595
                    288,                0.49076,                0.16793,                0.03453,                0.36597,                0.80892,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000562,               0.000562,               0.000562
                    289,                0.48685,                0.16453,                0.03224,                0.36603,                0.81009,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000529,               0.000529,               0.000529
                    290,                 0.4872,                0.15089,                0.03436,                0.36442,                0.80919,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000496,               0.000496,               0.000496
                    291,                0.46722,                0.15711,                0.00791,                0.35007,                0.79682,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000463,               0.000463,               0.000463
                    292,                0.46181,                0.15174,                0.01005,                0.34273,                0.79495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00043,                0.00043,                0.00043
                    293,                0.46053,                0.15422,                0.00895,                0.33976,                0.79664,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000397,               0.000397,               0.000397
                    294,                0.45832,                0.14577,                 0.0085,                0.34171,                0.79538,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000364,               0.000364,               0.000364
                    295,                0.45563,                  0.153,                0.01006,                0.33816,                0.79577,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000331,               0.000331,               0.000331
                    296,                 0.4551,                0.14322,                0.00881,                0.33686,                0.79532,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000298,               0.000298,               0.000298
                    297,                0.45434,                0.15232,                0.00773,                0.33635,                0.79434,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000265,               0.000265,               0.000265
                    298,                0.45195,                0.14067,                0.00833,                 0.3351,                0.79629,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000232,               0.000232,               0.000232
                    299,                0.44833,                0.14028,                  0.008,                0.33068,                0.79483,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000199,               0.000199,               0.000199
                    300,                0.44733,                 0.1441,                0.00869,                0.33147,                 0.7943,                0.91701,                0.90502,                 0.9572,                0.85678,                0.90987,                0.89416,                0.94605,                0.94069,                0.43749,                0.15288,                0.00108,                0.66493,                0.78308,               0.000166,               0.000166,               0.000166
